order_id (unique),product_id,store_id,order_date_2,sales,revenue,stock,price,promo_type_1,promo_type_2,,,,
3126,P0241,S0067,12-Mar-17,0,0,6,12.95,PR14,PR03,,,,
3127,P0067,S0038,12-Mar-17,0,0,8,14.9,PR03,PR03,,,,
3128,P0615,S0022,12-Mar-17,0,0,23,14.95,PR03,PR03,,,,
3129,P0051,S0066,13-Mar-17,0,0,42,0.7,PR14,PR03,,,,
3130,P0348,S0001,13-Mar-17,2,3.43,1,2.3,PR10,PR03,,,,
3131,P0417,S0122,13-Mar-17,0,0,8,7.9,PR14,PR03,,,,
3132,P0658,S0073,13-Mar-17,1,17.71,0,20.9,PR14,PR03,,,,
3133,P0569,S0125,13-Mar-17,1,2.5,29,2.7,PR14,PR03,,,,
3134,P0459,S0031,13-Mar-17,0,0,52,3.15,PR14,PR03,,,,
3135,P0092,S0107,13-Mar-17,0,0,5,1.75,PR14,PR03,,,,
3136,P0131,S0024,13-Mar-17,0,0,4,2.25,PR14,PR03,,,,
3137,P0072,S0031,13-Mar-17,0,0,24,2.9,PR14,PR03,,,,
3138,P0678,S0126,13-Mar-17,0,0,1,12.5,PR14,PR03,,,,
3139,P0500,S0074,13-Mar-17,0,0,18,6.95,PR14,PR03,,,,
3140,P0664,S0104,13-Mar-17,1,1.16,39,1.25,PR14,PR03,,,,
3141,P0639,S0096,13-Mar-17,0,0,3,5.25,PR14,PR03,,,,
3142,P0131,S0116,13-Mar-17,0,0,14,2.25,PR14,PR03,,,,
3143,P0656,S0030,13-Mar-17,0,0,36,2,PR14,PR03,,,,
3144,P0569,S0016,13-Mar-17,0,0,23,2.7,PR14,PR03,,,,
3145,P0169,S0038,13-Mar-17,0,0,1,4.99,PR14,PR03,,,,
3146,P0705,S0058,13-Mar-17,0,0,3,14.9,PR09,PR03,,,,
3147,P0055,S0104,13-Mar-17,0,0,7,3.5,PR14,PR03,,,,
3148,P0125,S0043,13-Mar-17,0,0,93,2.95,PR14,PR03,,,,
3149,P0332,S0094,13-Mar-17,0,0,7,37.9,PR06,PR03,,,,
3150,P0490,S0096,13-Mar-17,0,0,1,59.5,PR14,PR03,,,,
3151,P0420,S0140,13-Mar-17,0,0,92,0.6,PR14,PR03,,,,
3152,P0740,S0048,13-Mar-17,1 sales,9.31,0,NA,PR14,PR03,,,,
3153,P0602,S0126,13-Mar-17,0,0,4,9.9,PR03,PR03,,,,
3154,P0652,S0002,13-Mar-17,0,0,10,4.45,PR14,PR03,,,,
3155,P0642,S0055,13-Mar-17,1,2.31,4,2.5,PR14,PR03,,,,
3156,P0712,S0008,13-Mar-17,0,0,4,21.5,PR14,PR03,,,,
3157,P0261,S0138,13-Mar-17,2,7.31,51,3.95,PR14,PR03,,,,
3158,P0283,S0125,13-Mar-17,0,0,12,23.5,PR14,PR03,,,,
3159,P0651,S0091,13-Mar-17,1,6.99,4,8.25,PR14,PR03,,,,
3160,P0689,S0106,13-Mar-17,0,0,24,28.9,PR14,PR03,,,,
3161,P0704,S0115,13-Mar-17,1,1.94,12,2.1,PR14,PR03,,,,
3162,P0470,S0025,13-Mar-17,0,0,4,17.9,PR14,PR03,,,,
3163,P0044,S0107,13-Mar-17,2,11.69,0,6.9,PR03,PR03,,,,
3164,P0623,S0132,13-Mar-17,0,0,2,9.95,PR14,PR03,,,,
3165,P0161,S0132,13-Mar-17,0,0,12,7.5,PR14,PR03,,,,
3166,P0425,S0097,13-Mar-17,0,0,2,5.9,PR14,PR03,,,,
3167,P0057,S0056,13-Mar-17,0,0,7,14.9,PR05,PR03,,,,
3168,P0312,S0115,13-Mar-17,0,0,8,12.9,PR14,PR03,,,,
3169,P0177,S0105,13-Mar-17,0,0,2,10.9,PR14,PR03,,,,
3170,P0376,S0094,13-Mar-17,0,0,12,4.95,PR14,PR03,,,,
3171,P0171,S0035,13-Mar-17,0,0,3,11.9,PR14,PR03,,,,
3172,P0454,S0051,13-Mar-17,0,0,20,2.1,PR14,PR03,,,,
3173,P0524,S0031,13-Mar-17,0,0,31,9.95,PR14,PR03,,,,
3174,P0177,S0066,13-Mar-17,0,0,9,10.9,PR14,PR03,,,,
3175,P0458,S0105,13-Mar-17,0,0,43,4.25,PR14,PR03,,,,
3176,P0171,S0056,13-Mar-17,0,0,14,11.9,PR14,PR03,,,,
3177,P0406,S0063,13-Mar-17,0,0,18,9.95,PR14,PR03,,,,
3178,P0067,S0002,13-Mar-17,0,0,7,16.9,PR10,PR03,,,,
3179,P0436,S0135,13-Mar-17,3,9.72,21,3.5,PR14,PR03,,,,
3180,P0206,S0022,13-Mar-17,0,0,18,1.75,PR14,PR03,,,,
3181,P0311,S0031,14-Mar-17,0,0,9,1,PR14,PR03,,,,
3182,P0116,S0008,14-Mar-17,0,0,20,0.8,PR14,PR03,,,,
3183,P0201,S0053,14-Mar-17,0,0,2,14.9,PR14,PR03,,,,
3184,P0372,S0093,14-Mar-17,0,0,20,2.9,PR14,PR03,,,,
3185,P0171,S0125,14-Mar-17,0,0,3,11.9,PR14,PR03,,,,
3186,P0499,S0087,14-Mar-17,0,0,37,0.75,PR14,PR03,,,,
3187,P0263,S0085,14-Mar-17,0,0,9,16.95,PR05,PR03,,,,
3188,P0185,S0023,14-Mar-17,0,0,3,0.75,PR14,PR03,,,,
3189,P0585,S0043,14-Mar-17,0,0,7,12.95,PR14,PR03,,,,
3190,P0572,S0131,14-Mar-17,0,0,6,1,PR14,PR03,,,,
3191,P0332,S0108,14-Mar-17,0,0,9,37.9,PR06,PR03,,,,
3192,P0614,S0012,14-Mar-17,0,0,4,15.9,PR14,PR03,,,,
3193,P0223,S0063,14-Mar-17,0,0,9,7.5,PR14,PR03,,,,
3194,P0015,S0082,14-Mar-17,1,2.41,9,2.6,PR14,PR03,,,,
3195,P0420,S0110,14-Mar-17,0,0,57,0.6,PR14,PR03,,,,
3196,P0415,S0115,14-Mar-17,0,0,4,6.25,PR14,PR03,,,,
3197,P0412,S0008,14-Mar-17,0,0,6,6.95,PR14,PR03,,,,
3198,P0226,S0066,14-Mar-17,0,0,10,1.7,PR14,PR03,,,,
3199,P0364,S0021,14-Mar-17,1,0.93,27,1,PR14,PR03,,,,
3200,P0684,S0085,14-Mar-17,0,0,2,99.9,PR14,PR03,,,,
3201,P0114,S0106,14-Mar-17,0,0,23,0.45,PR14,PR03,,,,
3202,P0699,S0043,14-Mar-17,0,0,2,9,PR14,PR03,,,,
3203,P0125,S0144,14-Mar-17,0,0,2,2.95,PR14,PR03,,,,
3204,P0726,S0140,14-Mar-17,0,0,7,1,PR14,PR03,,,,
3205,P0551,S0119,14-Mar-17,1,1.71,10,1.85,PR14,PR03,,,,
3206,P0165,S0097,14-Mar-17,0,0,18,1.4,PR14,PR03,,,,
3207,P0658,S0051,14-Mar-17,0,0,3,20.9,PR14,PR03,,,,
3208,P0499,S0070,14-Mar-17,0,0,35,0.75,PR14,PR03,,,,
3209,P0001,S0049,14-Mar-17,0,0,3,6.5,PR14,PR03,,,,
3210,P0689,S0052,14-Mar-17,0,0,28,28.9,PR14,PR03,,,,
3211,P0665,S0038,14-Mar-17,0,0,4,10.75,PR14,PR03,,,,
3212,P0435,S0104,14-Mar-17,0,0,53,27.25,PR14,PR03,,,,
3213,P0642,S0063,14-Mar-17,0,0,10,2.5,PR14,PR03,,,,
3214,P0197,S0008,14-Mar-17,0,0,11,3.5,PR05,PR03,,,,
3215,P0681,S0074,14-Mar-17,0,0,4,9.9,PR14,PR03,,,,
3216,P0237,S0066,14-Mar-17,0,0,19,59.9,PR14,PR03,,,,
3217,P0590,S0099,14-Mar-17,0,0,9,0.5,PR14,PR03,,,,
3218,P0311,S0122,14-Mar-17,1,1,23,1,PR14,PR03,,,,
3219,P0642,S0066,14-Mar-17,4,9.26,16,2.5,PR14,PR03,,,,
3220,P0500,S0018,14-Mar-17,0,0,12,6.95,PR14,PR03,,,,
3221,P0051,S0028,14-Mar-17,13 sales,8.43,0,NA,PR14,PR03,,,,
3222,P0412,S0013,14-Mar-17,0,0,4,6.95,PR14,PR03,,,,
3223,P0427,S0141,14-Mar-17,0,0,8,2.45,PR06,PR03,,,,
3224,P0639,S0009,14-Mar-17,0,0,7,5.25,PR14,PR03,,,,
3225,P0055,S0008,14-Mar-17,0,0,10,3.5,PR14,PR03,,,,
3226,P0035,S0099,14-Mar-17,0,0,3,2.95,PR14,PR03,,,,
3227,P0099,S0077,14-Mar-17,0,0,7,10.9,PR14,PR03,,,,
3228,P0343,S0065,14-Mar-17,0,0,6,15.95,PR14,PR03,,,,
3229,P0673,S0117,14-Mar-17,0,0,4,9.5,PR14,PR03,,,,
3230,P0062,S0043,14-Mar-17,0,0,7,24.9,PR03,PR03,,,,
3231,P0438,S0013,14-Mar-17,0,0,40,0.25,PR14,PR03,,,,
3232,P0399,S0131,15-Mar-17,0,0,18,4.5,PR14,PR03,,,,
3233,P0635,S0058,15-Mar-17,0,0,1,4.75,PR14,PR03,,,,
3234,P0590,S0113,15-Mar-17,0,0,111,0.5,PR14,PR03,,,,
3235,P0341,S0026,15-Mar-17,0,0,19,34.95,PR14,PR03,,,,
3236,P0481,S0012,15-Mar-17,0,0,8,5.9,PR14,PR03,,,,
3237,P0099,S0106,15-Mar-17,0,0,7,10.9,PR14,PR03,,,,
3238,P0571,S0088,15-Mar-17,0,0,25,36.9,PR14,PR03,,,,
3239,P0726,S0115,15-Mar-17,1,0.93,14,1,PR14,PR03,,,,
3240,P0345,S0090,15-Mar-17,0,0,5,3.2,PR14,PR03,,,,
3241,P0485,S0018,15-Mar-17,0,0,8,8.9,PR14,PR03,,,,
3242,P0341,S0063,15-Mar-17,0,0,12,34.95,PR14,PR03,,,,
3243,P0556,S0001,15-Mar-17,0,0,2,14.5,PR14,PR03,,,,
3244,P0353,S0113,15-Mar-17,0,0,6,9.5,PR14,PR03,,,,
3245,P0171,S0089,15-Mar-17,0,0,8,11.9,PR14,PR03,,,,
3246,P0177,S0110,15-Mar-17,1,9.24,4,10.9,PR14,PR03,,,,
3247,P0689,S0027,15-Mar-17,0,0,7,28.9,PR14,PR03,,,,
3248,P0099,S0016,15-Mar-17,0,0,8,10.9,PR14,PR03,,,,
3249,P0333,S0086,15-Mar-17,0,0,8,1.85,PR14,PR03,,,,
3250,P0110,S0122,15-Mar-17,0,0,7,2.95,PR14,PR03,,,,
3251,P0694,S0080,15-Mar-17,0,0,8,5.99,PR10,PR03,,,,
3252,P0195,S0138,15-Mar-17,0,0,4,5.75,PR14,PR03,,,,
3253,P0372,S0056,15-Mar-17,0,0,41,2.9,PR14,PR03,,,,
3254,P0655,S0060,15-Mar-17,0,0,1,72.5,PR14,PR03,,,,
3255,P0491,S0026,15-Mar-17,0,0,3,24.5,PR14,PR03,,,,
3256,P0393,S0065,15-Mar-17,0,0,7,13.95,PR14,PR03,,,,
3257,P0070,S0085,15-Mar-17,3,13.75,0,4.95,PR03,PR03,,,,
3258,P0144,S0088,15-Mar-17,0,0,5,4.95,PR14,PR03,,,,
3259,P0439,S0105,15-Mar-17,0,0,6,8.25,PR10,PR03,,,,
3260,P0090,S0063,15-Mar-17,1,2.75,11,3.25,PR14,PR03,,,,
3261,P0490,S0091,15-Mar-17,0,0,3,59.5,PR14,PR03,,,,
3262,P0220,S0052,15-Mar-17,0,0,16,1.75,PR14,PR03,,,,
3263,P0336,S0066,15-Mar-17,0,0,16,23.5,PR14,PR03,,,,
3264,P0420,S0140,15-Mar-17,0,0,92,0.6,PR14,PR03,,,,
3265,P0206,S0077,15-Mar-17,0,0,6,1.75,PR14,PR03,,,,
3266,P0425,S0125,15-Mar-17,0,0,13,5.9,PR14,PR03,,,,
3267,P0663,S0013,15-Mar-17,0,0,12,4.25,PR14,PR03,,,,
3268,P0171,S0090,15-Mar-17,0,0,5,11.9,PR14,PR03,,,,
3269,P0220,S0050,15-Mar-17,0,0,9,1.75,PR14,PR03,,,,
3270,P0412,S0049,15-Mar-17,0,0,6,6.95,PR14,PR03,,,,
3271,P0689,S0130,15-Mar-17,0,0,2,28.9,PR14,PR03,,,,
3272,P0506,S0096,15-Mar-17,0,0,4,6.5,PR14,PR03,,,,
3273,P0658,S0018,15-Mar-17,1,17.71,3,20.9,PR14,PR03,,,,
3274,P0609,S0102,15-Mar-17,0,0,1,1.25,PR14,PR03,,,,
3275,P0390,S0142,15-Mar-17,0,0,5,11.9,PR14,PR03,,,,
3276,P0103,S0093,15-Mar-17,2,4.91,58,2.65,PR14,PR03,,,,
3277,P0241,S0113,15-Mar-17,0,0,4,12.95,PR14,PR03,,,,
3278,P0694,S0119,15-Mar-17,0,0,8,5.99,PR10,PR03,,,,
3279,P0747,S0004,15-Mar-17,0,0,8,13.25,PR14,PR03,,,,
3280,P0569,S0078,15-Mar-17,0,0,12,2.7,PR14,PR03,,,,
3281,P0448,S0038,15-Mar-17,0,0,32,4.05,PR14,PR03,,,,
3282,P0364,S0097,15-Mar-17,3,2.78,40,1,PR14,PR03,,,,
3283,P0665,S0142,15-Mar-17,0,0,2,10.75,PR14,PR03,,,,
3284,P0329,S0127,15-Mar-17,0,0,10,8.5,PR14,PR03,,,,
3285,P0372,S0024,16-Mar-17,0,0,1,2.9,PR14,PR03,,,,
3286,P0261,S0094,16-Mar-17,0,0,14,3.95,PR14,PR03,,,,
3287,P0017,S0058,16-Mar-17,0,0,32,1.49,PR14,PR03,,,,
3288,P0263,S0131,16-Mar-17,0,0,1,16.95,PR14,PR03,,,,
3289,P0286,S0125,16-Mar-17,0,0,56,1,PR14,PR03,,,,
3290,P0406,S0087,16-Mar-17,0,0,23,9.95,PR14,PR03,,,,
3291,P0438,S0103,16-Mar-17,4,0.93,42,0.25,PR14,PR03,,,,
3292,P0220,S0040,16-Mar-17,0,0,48,1.75,PR14,PR03,,,,
3293,P0165,S0026,16-Mar-17,0,0,12,1.4,PR14,PR03,,,,
3294,P0520,S0090,16-Mar-17,0,0,12,2.95,PR14,PR03,,,,
3295,P0336,S0138,16-Mar-17,0,0,7,23.5,PR14,PR03,,,,
3296,P0582,S0038,16-Mar-17,1,6.69,14,7.9,PR03,PR03,,,,
3297,P0325,S0050,16-Mar-17,0,0,15,9.25,PR14,PR03,,,,
3298,P0103,S0099,16-Mar-17,2,4.91,14,2.65,PR14,PR03,,,,
3299,P0263,S0002,16-Mar-17,0,0,7,16.95,PR14,PR03,,,,
3300,P0439,S0026,16-Mar-17,0,0,9,9.75,PR14,PR03,,,,
3301,P0663,S0126,16-Mar-17,0,0,80,3.95,PR03,PR03,,,,
3302,P0662,S0122,16-Mar-17,0,0,12,16.9,PR14,PR03,,,,
3303,P0726,S0049,16-Mar-17,1,0.93,18,1,PR14,PR03,,,,
3304,P0364,S0083,16-Mar-17,0,0,9,1,PR14,PR03,,,,
3305,P0436,S0072,16-Mar-17,3 sales,9.72,0,NA,PR14,PR03,,,,
3306,P0327,S0008,16-Mar-17,1,2.73,12,2.95,PR14,PR03,,,,
3307,P0131,S0120,16-Mar-17,0,0,12,2.25,PR14,PR03,,,,
3308,P0536,S0126,16-Mar-17,0,0,15,3.15,PR14,PR03,,,,
3309,P0148,S0091,16-Mar-17,0,0,5,5.75,PR14,PR03,,,,
3310,P0205,S0001,16-Mar-17,0,0,7,13.9,PR05,PR03,,,,
3311,P0312,S0115,16-Mar-17,0,0,8,15.9,PR14,PR03,,,,
3312,P0083,S0087,16-Mar-17,0,0,5,7.45,PR14,PR03,,,,
3313,P0261,S0014,16-Mar-17,0,0,6,3.95,PR14,PR03,,,,
3314,P0068,S0038,16-Mar-17,0,0,5,5.45,PR14,PR03,,,,
3315,P0569,S0041,16-Mar-17,0,0,28,2.7,PR14,PR03,,,,
3316,P0219,S0062,16-Mar-17,2,13.43,2,7.25,PR14,PR03,,,,
3317,P0485,S0106,16-Mar-17,0,0,24,8.9,PR14,PR03,,,,
3318,P0500,S0084,16-Mar-17,1,6.44,17,6.95,PR14,PR03,,,,
3319,P0427,S0055,16-Mar-17,0,0,44,2.19,PR14,PR03,,,,
3320,P0590,S0113,16-Mar-17,5,2.31,106,0.5,PR14,PR03,,,,
3321,P0726,S0015,16-Mar-17,1,0.93,16,1,PR14,PR03,,,,
3322,P0062,S0091,16-Mar-17,0,0,12,24.9,PR14,PR03,,,,
3323,P0140,S0077,16-Mar-17,0,0,4,5.5,PR14,PR03,,,,
3324,P0083,S0113,16-Mar-17,0,0,14,7.45,PR14,PR03,,,,
3325,P0499,S0053,16-Mar-17,0,0,38,0.75,PR14,PR03,,,,
3326,P0068,S0088,16-Mar-17,0,0,6,5.45,PR14,PR03,,,,
3327,P0663,S0070,16-Mar-17,0,0,5,3.95,PR03,PR03,,,,
3328,P0527,S0139,16-Mar-17,0,0,20,1.95,PR14,PR03,,,,
3329,P0611,S0065,16-Mar-17,0,0,3,15,PR14,PR03,,,,
3330,P0296,S0143,16-Mar-17,0,0,6,0.75,PR14,PR03,,,,
3331,P0125,S0040,17-Mar-17,1,2.73,11,2.95,PR14,PR03,,,,
3332,P0079,S0020,17-Mar-17,4,8.33,105,2.25,PR14,PR03,,,,
3333,P0097,S0095,17-Mar-17,0,0,11,12.4,PR14,PR03,,,,
3334,P0703,S0013,17-Mar-17,0,0,12,69.9,PR14,PR03,,,,
3335,P0514,S0078,17-Mar-17,0,0,2,8.9,PR14,PR03,,,,
3336,P0258,S0055,17-Mar-17,0,0,7,7.1,PR14,PR03,,,,
3337,P0311,S0024,17-Mar-17,1,1,4,1,PR14,PR03,,,,
3338,P0439,S0088,17-Mar-17,0,0,10,9.75,PR14,PR03,,,,
3339,P0219,S0058,17-Mar-17,0,0,4,7.25,PR14,PR03,,,,
3340,P0336,S0085,17-Mar-17,0,0,5,23.5,PR14,PR03,,,,
3341,P0131,S0142,17-Mar-17,1,2.08,72,2.25,PR14,PR03,,,,
3342,P0671,S0122,17-Mar-17,0,0,6,3.25,PR10,PR03,,,,
3343,P0067,S0106,17-Mar-17,1,14.32,3,16.9,PR14,PR03,,,,
3344,P0062,S0045,17-Mar-17,0,0,3,24.9,PR14,PR03,,,,
3345,P0499,S0062,17-Mar-17,6,4.17,29,0.75,PR14,PR03,,,,
3346,P0333,S0122,17-Mar-17,2,3.43,12,1.85,PR14,PR03,,,,
3347,P0148,S0084,17-Mar-17,0,0,7,5.75,PR14,PR03,,,,
3348,P0260,S0050,17-Mar-17,0,0,11,16.5,PR14,PR03,,,,
3349,P0356,S0110,17-Mar-17,0,0,2,2.5,PR14,PR03,,,,
3350,P0090,S0131,17-Mar-17,0,0,22,3.25,PR14,PR03,,,,
3351,P0067,S0123,17-Mar-17,0,0,6,16.9,PR14,PR03,,,,
3352,P0283,S0001,17-Mar-17,0,0,13,23.5,PR14,PR03,,,,
3353,P0613,S0084,17-Mar-17,1,5.97,1,6.45,PR14,PR03,,,,
3354,P0673,S0084,17-Mar-17,0,0,1,9.5,PR14,PR03,,,,
3355,P0747,S0062,17-Mar-17,0,0,7,13.25,PR14,PR03,,,,
3356,P0372,S0027,17-Mar-17,0,0,45,2.9,PR14,PR03,,,,
3357,P0642,S0003,17-Mar-17,2,4.63,5,2.5,PR14,PR03,,,,
3358,P0137,S0070,17-Mar-17,0,0,4,23.9,PR14,PR03,,,,
3359,P0406,S0085,17-Mar-17,1,8.43,15,9.95,PR14,PR03,,,,
3360,P0551,S0013,17-Mar-17,0,0,9,1.85,PR14,PR03,,,,
3361,P0051,S0072,17-Mar-17,2 sales,1.3,0,NA,PR14,PR03,,,,
3362,P0536,S0115,17-Mar-17,2,5.83,31,3.15,PR14,PR03,,,,
3363,P0148,S0035,17-Mar-17,0,0,4,5.75,PR14,PR03,,,,
3364,P0195,S0026,17-Mar-17,0,0,5,5.75,PR14,PR03,,,,
3365,P0520,S0125,17-Mar-17,0,0,11,2.95,PR06,PR03,,,,
3366,P0280,S0065,17-Mar-17,0,0,10,6.99,PR14,PR03,,,,
3367,P0483,S0106,17-Mar-17,0,0,2,10,PR14,PR03,,,,
3368,P0569,S0012,17-Mar-17,0,0,23,2.7,PR14,PR03,,,,
3369,P0116,S0107,17-Mar-17,0,0,11,0.8,PR14,PR03,,,,
3370,P0062,S0027,17-Mar-17,0,0,6,24.9,PR14,PR03,,,,
3371,P0438,S0048,17-Mar-17,2 sales,0.56,0,NA,PR14,PR03,,,,
3372,P0280,S0012,17-Mar-17,0,0,3,6.99,PR14,PR03,,,,
3373,P0436,S0063,17-Mar-17,0,0,6,3.5,PR14,PR03,,,,
3374,P0524,S0126,17-Mar-17,0,0,8,9.95,PR10,PR03,,,,
3375,P0260,S0102,17-Mar-17,0,0,20,16.5,PR14,PR03,,,,
3376,P0572,S0077,17-Mar-17,0,0,15,1,PR14,PR03,,,,
3377,P0664,S0019,18-Mar-17,1,1.16,41,1.25,PR14,PR03,,,,
3378,P0726,S0106,18-Mar-17,13,12.04,22,1,PR14,PR03,,,,
3379,P0436,S0063,18-Mar-17,4,12.96,2,3.5,PR14,PR03,,,,
3380,P0147,S0038,18-Mar-17,0,0,7,3.99,PR14,PR03,,,,
3381,P0280,S0038,18-Mar-17,0,0,10,6.99,PR14,PR03,,,,
3382,P0412,S0110,18-Mar-17,0,0,6,6.95,PR14,PR03,,,,
3383,P0427,S0116,18-Mar-17,0,0,19,2.19,PR14,PR03,,,,
3384,P0055,S0065,18-Mar-17,0,0,11,3.15,PR14,PR03,,,,
3385,P0125,S0143,18-Mar-17,0,0,9,2.95,PR14,PR03,,,,
3386,P0046,S0024,18-Mar-17,0,0,3,34.5,PR14,PR03,,,,
3387,P0694,S0106,18-Mar-17,0,0,7,6.55,PR14,PR03,,,,
3388,P0694,S0122,18-Mar-17,0,0,7,6.55,PR14,PR03,,,,
3389,P0109,S0115,18-Mar-17,0,0,24,9.5,PR14,PR03,,,,
3390,P0625,S0031,18-Mar-17,0,0,2,9,PR14,PR03,,,,
3391,P0726,S0039,18-Mar-17,0,0,10,1,PR14,PR03,,,,
3392,P0506,S0052,18-Mar-17,0,0,9,6.5,PR05,PR03,,,,
3393,P0376,S0023,18-Mar-17,0,0,12,4.95,PR14,PR03,,,,
3394,P0585,S0056,18-Mar-17,0,0,3,12.95,PR14,PR03,,,,
3395,P0389,S0131,18-Mar-17,0,0,8,9.45,PR05,PR03,,,,
3396,P0398,S0066,18-Mar-17,2,45.59,49,26.9,PR14,PR03,,,,
3397,P0689,S0137,18-Mar-17,0,0,11,28.9,PR14,PR03,,,,
3398,P0613,S0058,18-Mar-17,1,5.97,3,6.45,PR14,PR03,,,,
3399,P0389,S0051,18-Mar-17,0,0,10,9.45,PR05,PR03,,,,
3400,P0614,S0110,18-Mar-17,1,13.47,6,15.9,PR14,PR03,,,,
3401,P0585,S0051,18-Mar-17,0,0,5,12.95,PR14,PR03,,,,
3402,P0651,S0103,18-Mar-17,0,0,6,8.25,PR14,PR03,,,,
3403,P0051,S0066,18-Mar-17,0,0,32,0.7,PR14,PR03,,,,
3404,P0590,S0104,18-Mar-17,0,0,54,0.5,PR14,PR03,,,,
3405,P0637,S0138,18-Mar-17,0,0,3,27.95,PR14,PR03,,,,
3406,P0219,S0123,18-Mar-17,0,0,9,7.25,PR14,PR03,,,,
3407,P0195,S0106,18-Mar-17,0,0,14,5.75,PR14,PR03,,,,
3408,P0639,S0065,18-Mar-17,3,19.31,8,6.95,PR14,PR03,,,,
3409,P0436,S0052,18-Mar-17,1,3.24,19,3.5,PR14,PR03,,,,
3410,P0466,S0031,18-Mar-17,0,0,6,6.95,PR14,PR03,,,,
3411,P0057,S0002,18-Mar-17,0,0,5,14.9,PR14,PR03,,,,
3412,P0110,S0085,18-Mar-17,8,18.61,38,2.95,PR06,PR03,,,,
3413,P0663,S0038,18-Mar-17,0,0,96,3.95,PR03,PR03,,,,
3414,P0046,S0063,18-Mar-17,0,0,14,34.5,PR14,PR03,,,,
3415,P0572,S0125,18-Mar-17,0,0,18,1,PR14,PR03,,,,
3416,P0116,S0039,18-Mar-17,0,0,23,0.85,PR14,PR03,,,,
3417,P0704,S0063,18-Mar-17,0,0,17,2.1,PR14,PR03,,,,
3418,P0671,S0117,18-Mar-17,6,10.83,2,3.25,PR10,PR03,,,,
3419,P0196,S0041,18-Mar-17,4,32.96,94,8.9,PR14,PR03,,,,
3420,P0527,S0027,18-Mar-17,0,0,35,1.95,PR14,PR03,,,,
3421,P0425,S0049,18-Mar-17,0,0,13,5.9,PR14,PR03,,,,
3422,P0615,S0095,18-Mar-17,23,318.38,322,14.95,PR14,PR03,,,,
3423,P0129,S0103,18-Mar-17,0,0,8,29.9,PR14,PR03,,,,
3424,P0602,S0132,19-Mar-17,0,0,4,9.9,PR14,PR03,,,,
3425,P0080,S0126,19-Mar-17,0,0,48,7.9,PR06,PR03,,,,
3426,P0453,S0140,19-Mar-17,0,0,21,5.25,PR14,PR03,,,,
3427,P0340,S0104,19-Mar-17,1,29.58,2,34.9,PR14,PR03,,,,
3428,P0427,S0082,19-Mar-17,0,0,15,2.19,PR14,PR03,,,,
3429,P0572,S0131,19-Mar-17,2,1.85,1,1,PR14,PR03,,,,
3430,P0282,S0051,19-Mar-17,0,0,12,1.9,PR14,PR03,,,,
3431,P0090,S0018,19-Mar-17,0,0,23,3.25,PR14,PR03,,,,
3432,P0473,S0113,19-Mar-17,0,0,1,29.9,PR14,PR03,,,,
3433,P0681,S0020,19-Mar-17,0,0,1,9.9,PR14,PR03,,,,
3434,P0067,S0040,19-Mar-17,0,0,5,16.9,PR14,PR03,,,,
3435,P0550,S0095,19-Mar-17,0.528,31.73,0,64.9,PR14,PR03,,,,
3436,P0297,S0117,19-Mar-17,0,0,3,14.95,PR14,PR03,,,,
3437,P0400,S0020,19-Mar-17,0,0,13,7.5,PR14,PR03,,,,
3438,P0364,S0131,19-Mar-17,2,1.85,25,1,PR14,PR03,,,,
3439,P0454,S0051,19-Mar-17,0,0,20,2.1,PR14,PR03,,,,
3440,P0140,S0138,19-Mar-17,0,0,7,5.5,PR14,PR03,,,,
3441,P0527,S0062,19-Mar-17,0,0,2,1.95,PR14,PR03,,,,
3442,P0125,S0108,19-Mar-17,0,0,22,2.95,PR14,PR03,,,,
3443,P0615,S0085,19-Mar-17,1,13.84,26,14.95,PR14,PR03,,,,
3444,P0277,S0119,19-Mar-17,0,0,12,3.95,PR10,PR03,,,,
3445,P0569,S0008,19-Mar-17,0,0,36,2.7,PR14,PR03,,,,
3446,P0705,S0083,19-Mar-17,0,0,2,14.9,PR09,PR03,,,,
3447,P0035,S0026,19-Mar-17,2,5.46,0,2.95,PR14,PR03,,,,
3448,P0695,S0073,19-Mar-17,0,0,12,5.25,PR14,PR03,,,,
3449,P0132,S0019,19-Mar-17,0,0,1,3.99,PR07,PR03,,,,
3450,P0569,S0103,19-Mar-17,1,2.5,26,2.7,PR14,PR03,,,,
3451,P0521,S0094,19-Mar-17,0,0,6,12,PR14,PR03,,,,
3452,P0642,S0140,19-Mar-17,0,0,18,2.5,PR14,PR03,,,,
3453,P0673,S0094,19-Mar-17,0,0,12,9.5,PR14,PR03,,,,
3454,P0283,S0031,19-Mar-17,0,0,15,23.5,PR14,PR03,,,,
3455,P0652,S0015,19-Mar-17,0,0,17,4.45,PR14,PR03,,,,
3456,P0483,S0015,19-Mar-17,0,0,10,10,PR14,PR03,,,,
3457,P0060,S0027,19-Mar-17,0,0,2,16.9,PR14,PR03,,,,
3458,P0413,S0102,19-Mar-17,5.87,29.9,4.14,5.5,PR14,PR03,,,,
3459,P0747,S0082,19-Mar-17,2,22.46,3,13.25,PR14,PR03,,,,
3460,P0614,S0078,19-Mar-17,0,0,2,15.9,PR14,PR03,,,,
3461,P0376,S0026,19-Mar-17,0,0,12,4.95,PR14,PR03,,,,
3462,P0272,S0085,19-Mar-17,0,0,12,6.95,PR14,PR03,,,,
